state,district,year,Kharif (June-October),Rabi (October-March),Zaid (March-June),Year Avg-Rainfall
Jammu And Kashmir,ANANTNAG,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,ANANTNAG,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,ANANTNAG,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,ANANTNAG,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,ANANTNAG,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,ANANTNAG,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,ANANTNAG,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,ANANTNAG,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,ANANTNAG,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,ANANTNAG,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,ANANTNAG,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,BADGAM,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,BADGAM,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,BADGAM,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,BADGAM,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,BADGAM,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,BADGAM,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,BADGAM,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,BADGAM,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,BADGAM,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,BADGAM,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,BADGAM,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,BADGAM,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,BANDIPORA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,BANDIPORA,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,BANDIPORA,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,BANDIPORA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,BARAMULLA,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,BARAMULLA,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,BARAMULLA,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,BARAMULLA,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,BARAMULLA,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,BARAMULLA,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,BARAMULLA,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,BARAMULLA,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,BARAMULLA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,BARAMULLA,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,BARAMULLA,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,BARAMULLA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,DODA,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,DODA,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,DODA,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,DODA,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,DODA,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,DODA,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,DODA,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,DODA,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,DODA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,DODA,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,DODA,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,DODA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,GANDERBAL,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,GANDERBAL,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,GANDERBAL,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,GANDERBAL,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,JAMMU,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,JAMMU,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,JAMMU,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,JAMMU,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,JAMMU,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,JAMMU,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,JAMMU,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,JAMMU,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,JAMMU,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,JAMMU,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,JAMMU,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,JAMMU,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,KARGIL,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,KARGIL,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,KARGIL,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,KARGIL,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,KARGIL,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,KARGIL,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,KARGIL,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,KARGIL,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,KARGIL,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,KARGIL,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,KARGIL,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,KATHUA,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,KATHUA,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,KATHUA,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,KATHUA,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,KATHUA,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,KATHUA,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,KATHUA,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,KATHUA,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,KATHUA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,KATHUA,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,KATHUA,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,KATHUA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,KISHTWAR,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,KISHTWAR,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,KISHTWAR,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,KISHTWAR,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,KULGAM,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,KULGAM,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,KULGAM,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,KULGAM,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,KUPWARA,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,KUPWARA,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,KUPWARA,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,KUPWARA,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,KUPWARA,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,KUPWARA,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,KUPWARA,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,KUPWARA,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,KUPWARA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,KUPWARA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,LEH LADAKH,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,LEH LADAKH,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,LEH LADAKH,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,LEH LADAKH,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,LEH LADAKH,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,LEH LADAKH,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,LEH LADAKH,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,LEH LADAKH,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,LEH LADAKH,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,LEH LADAKH,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,LEH LADAKH,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,LEH LADAKH,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,POONCH,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,POONCH,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,POONCH,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,POONCH,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,POONCH,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,POONCH,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,POONCH,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,POONCH,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,POONCH,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,POONCH,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,POONCH,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,POONCH,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,PULWAMA,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,PULWAMA,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,PULWAMA,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,PULWAMA,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,PULWAMA,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,PULWAMA,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,PULWAMA,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,PULWAMA,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,PULWAMA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,PULWAMA,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,PULWAMA,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,PULWAMA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,RAJAURI,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,RAJAURI,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,RAJAURI,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,RAJAURI,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,RAJAURI,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,RAJAURI,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,RAJAURI,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,RAJAURI,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,RAJAURI,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,RAJAURI,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,RAJAURI,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,RAJAURI,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,RAMBAN,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,RAMBAN,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,RAMBAN,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,RAMBAN,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,REASI,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,REASI,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,REASI,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,REASI,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,SAMBA,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,SAMBA,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,SAMBA,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,SAMBA,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,SHOPIAN,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,SHOPIAN,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,SHOPIAN,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,SHOPIAN,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,SRINAGAR,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,SRINAGAR,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,SRINAGAR,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,SRINAGAR,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,SRINAGAR,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,SRINAGAR,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,SRINAGAR,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,SRINAGAR,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,SRINAGAR,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,SRINAGAR,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,SRINAGAR,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,SRINAGAR,2014,131.08,56.91666667,76.8,1093.4
Jammu And Kashmir,UDHAMPUR,1997,126.14,84.81666667,119.725,1295.9
Jammu And Kashmir,UDHAMPUR,1999,83.8,67.2,53.85,890.3
Jammu And Kashmir,UDHAMPUR,2000,97.48,69.51666667,66.85,984.6
Jammu And Kashmir,UDHAMPUR,2001,111.78,40.68333333,91.45,952.7
Jammu And Kashmir,UDHAMPUR,2002,100.68,49.31666667,79.75,903.5
Jammu And Kashmir,UDHAMPUR,2003,100.38,98.95,110.175,1311.1
Jammu And Kashmir,UDHAMPUR,2004,80.98,67.8,80.7,944.9
Jammu And Kashmir,UDHAMPUR,2005,124.84,154.35,97.05,1692.7
Jammu And Kashmir,UDHAMPUR,2007,101.54,72.81666667,120.95,1023.5
Jammu And Kashmir,UDHAMPUR,2008,130.86,75.26666667,76.45,1224.5
Jammu And Kashmir,UDHAMPUR,2013,100.06,49.76666667,54.3,859.3
Jammu And Kashmir,UDHAMPUR,2014,131.08,56.91666667,76.8,1093.4
Jharkhand,BOKARO,2002,191.5,13.7,61.45,1034.9
Jharkhand,BOKARO,2003,224.9,56.08333333,56.35,1245
Jharkhand,BOKARO,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,BOKARO,2005,172.54,24.63333333,52,960.4
Jharkhand,BOKARO,2006,261.18,9.15,85.95,1459.5
Jharkhand,BOKARO,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,BOKARO,2010,126.7,13.86666667,32.25,697.1
Jharkhand,CHATRA,2002,191.5,13.7,61.45,1034.9
Jharkhand,CHATRA,2003,224.9,56.08333333,56.35,1245
Jharkhand,CHATRA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,CHATRA,2005,172.54,24.63333333,52,960.4
Jharkhand,CHATRA,2006,261.18,9.15,85.95,1459.5
Jharkhand,CHATRA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,CHATRA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,DEOGHAR,2002,191.5,13.7,61.45,1034.9
Jharkhand,DEOGHAR,2003,224.9,56.08333333,56.35,1245
Jharkhand,DEOGHAR,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,DEOGHAR,2005,172.54,24.63333333,52,960.4
Jharkhand,DEOGHAR,2006,261.18,9.15,85.95,1459.5
Jharkhand,DEOGHAR,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,DEOGHAR,2010,126.7,13.86666667,32.25,697.1
Jharkhand,DHANBAD,2002,191.5,13.7,61.45,1034.9
Jharkhand,DHANBAD,2003,224.9,56.08333333,56.35,1245
Jharkhand,DHANBAD,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,DHANBAD,2005,172.54,24.63333333,52,960.4
Jharkhand,DHANBAD,2006,261.18,9.15,85.95,1459.5
Jharkhand,DHANBAD,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,DHANBAD,2010,126.7,13.86666667,32.25,697.1
Jharkhand,DUMKA,2002,191.5,13.7,61.45,1034.9
Jharkhand,DUMKA,2003,224.9,56.08333333,56.35,1245
Jharkhand,DUMKA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,DUMKA,2005,172.54,24.63333333,52,960.4
Jharkhand,DUMKA,2006,261.18,9.15,85.95,1459.5
Jharkhand,DUMKA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,DUMKA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,EAST SINGHBUM,2002,191.5,13.7,61.45,1034.9
Jharkhand,EAST SINGHBUM,2003,224.9,56.08333333,56.35,1245
Jharkhand,EAST SINGHBUM,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,EAST SINGHBUM,2005,172.54,24.63333333,52,960.4
Jharkhand,EAST SINGHBUM,2006,261.18,9.15,85.95,1459.5
Jharkhand,EAST SINGHBUM,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,EAST SINGHBUM,2010,126.7,13.86666667,32.25,697.1
Jharkhand,GARHWA,2002,191.5,13.7,61.45,1034.9
Jharkhand,GARHWA,2003,224.9,56.08333333,56.35,1245
Jharkhand,GARHWA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,GARHWA,2005,172.54,24.63333333,52,960.4
Jharkhand,GARHWA,2006,261.18,9.15,85.95,1459.5
Jharkhand,GARHWA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,GARHWA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,GIRIDIH,2002,191.5,13.7,61.45,1034.9
Jharkhand,GIRIDIH,2003,224.9,56.08333333,56.35,1245
Jharkhand,GIRIDIH,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,GIRIDIH,2005,172.54,24.63333333,52,960.4
Jharkhand,GIRIDIH,2006,261.18,9.15,85.95,1459.5
Jharkhand,GIRIDIH,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,GIRIDIH,2010,126.7,13.86666667,32.25,697.1
Jharkhand,GODDA,2002,191.5,13.7,61.45,1034.9
Jharkhand,GODDA,2003,224.9,56.08333333,56.35,1245
Jharkhand,GODDA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,GODDA,2005,172.54,24.63333333,52,960.4
Jharkhand,GODDA,2006,261.18,9.15,85.95,1459.5
Jharkhand,GODDA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,GODDA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,GUMLA,2002,191.5,13.7,61.45,1034.9
Jharkhand,GUMLA,2003,224.9,56.08333333,56.35,1245
Jharkhand,GUMLA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,GUMLA,2005,172.54,24.63333333,52,960.4
Jharkhand,GUMLA,2006,261.18,9.15,85.95,1459.5
Jharkhand,GUMLA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,GUMLA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,HAZARIBAGH,2002,191.5,13.7,61.45,1034.9
Jharkhand,HAZARIBAGH,2003,224.9,56.08333333,56.35,1245
Jharkhand,HAZARIBAGH,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,HAZARIBAGH,2005,172.54,24.63333333,52,960.4
Jharkhand,HAZARIBAGH,2006,261.18,9.15,85.95,1459.5
Jharkhand,HAZARIBAGH,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,HAZARIBAGH,2010,126.7,13.86666667,32.25,697.1
Jharkhand,JAMTARA,2003,224.9,56.08333333,56.35,1245
Jharkhand,JAMTARA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,JAMTARA,2005,172.54,24.63333333,52,960.4
Jharkhand,JAMTARA,2006,261.18,9.15,85.95,1459.5
Jharkhand,JAMTARA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,JAMTARA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,KHUNTI,2010,126.7,13.86666667,32.25,697.1
Jharkhand,KODERMA,2002,191.5,13.7,61.45,1034.9
Jharkhand,KODERMA,2003,224.9,56.08333333,56.35,1245
Jharkhand,KODERMA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,KODERMA,2005,172.54,24.63333333,52,960.4
Jharkhand,KODERMA,2006,261.18,9.15,85.95,1459.5
Jharkhand,KODERMA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,KODERMA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,LATEHAR,2003,224.9,56.08333333,56.35,1245
Jharkhand,LATEHAR,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,LATEHAR,2005,172.54,24.63333333,52,960.4
Jharkhand,LATEHAR,2006,261.18,9.15,85.95,1459.5
Jharkhand,LATEHAR,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,LATEHAR,2010,126.7,13.86666667,32.25,697.1
Jharkhand,LOHARDAGA,2002,191.5,13.7,61.45,1034.9
Jharkhand,LOHARDAGA,2003,224.9,56.08333333,56.35,1245
Jharkhand,LOHARDAGA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,LOHARDAGA,2005,172.54,24.63333333,52,960.4
Jharkhand,LOHARDAGA,2006,261.18,9.15,85.95,1459.5
Jharkhand,LOHARDAGA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,LOHARDAGA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,PAKUR,2002,191.5,13.7,61.45,1034.9
Jharkhand,PAKUR,2003,224.9,56.08333333,56.35,1245
Jharkhand,PAKUR,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,PAKUR,2005,172.54,24.63333333,52,960.4
Jharkhand,PAKUR,2006,261.18,9.15,85.95,1459.5
Jharkhand,PAKUR,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,PAKUR,2010,126.7,13.86666667,32.25,697.1
Jharkhand,PALAMU,2002,191.5,13.7,61.45,1034.9
Jharkhand,PALAMU,2003,224.9,56.08333333,56.35,1245
Jharkhand,PALAMU,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,PALAMU,2005,172.54,24.63333333,52,960.4
Jharkhand,PALAMU,2006,261.18,9.15,85.95,1459.5
Jharkhand,PALAMU,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,PALAMU,2010,126.7,13.86666667,32.25,697.1
Jharkhand,RAMGARH,2010,126.7,13.86666667,32.25,697.1
Jharkhand,RANCHI,2002,191.5,13.7,61.45,1034.9
Jharkhand,RANCHI,2003,224.9,56.08333333,56.35,1245
Jharkhand,RANCHI,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,RANCHI,2005,172.54,24.63333333,52,960.4
Jharkhand,RANCHI,2006,261.18,9.15,85.95,1459.5
Jharkhand,RANCHI,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,RANCHI,2010,126.7,13.86666667,32.25,697.1
Jharkhand,SAHEBGANJ,2002,191.5,13.7,61.45,1034.9
Jharkhand,SAHEBGANJ,2003,224.9,56.08333333,56.35,1245
Jharkhand,SAHEBGANJ,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,SAHEBGANJ,2005,172.54,24.63333333,52,960.4
Jharkhand,SAHEBGANJ,2006,261.18,9.15,85.95,1459.5
Jharkhand,SAHEBGANJ,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,SAHEBGANJ,2010,126.7,13.86666667,32.25,697.1
Jharkhand,SARAIKELA KHARSAWAN,2003,224.9,56.08333333,56.35,1245
Jharkhand,SARAIKELA KHARSAWAN,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,SARAIKELA KHARSAWAN,2005,172.54,24.63333333,52,960.4
Jharkhand,SARAIKELA KHARSAWAN,2006,261.18,9.15,85.95,1459.5
Jharkhand,SARAIKELA KHARSAWAN,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,SARAIKELA KHARSAWAN,2010,126.7,13.86666667,32.25,697.1
Jharkhand,SIMDEGA,2003,224.9,56.08333333,56.35,1245
Jharkhand,SIMDEGA,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,SIMDEGA,2005,172.54,24.63333333,52,960.4
Jharkhand,SIMDEGA,2006,261.18,9.15,85.95,1459.5
Jharkhand,SIMDEGA,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,SIMDEGA,2010,126.7,13.86666667,32.25,697.1
Jharkhand,WEST SINGHBHUM,2002,191.5,13.7,61.45,1034.9
Jharkhand,WEST SINGHBHUM,2003,224.9,56.08333333,56.35,1245
Jharkhand,WEST SINGHBHUM,2004,210.34,23.51666667,64.9,1136.6
Jharkhand,WEST SINGHBHUM,2005,172.54,24.63333333,52,960.4
Jharkhand,WEST SINGHBHUM,2006,261.18,9.15,85.95,1459.5
Jharkhand,WEST SINGHBHUM,2007,254.74,20.46666667,57.825,1437.3
Jharkhand,WEST SINGHBHUM,2010,126.7,13.86666667,32.25,697.1
Karnataka,BAGALKOT,1998,,,,
Karnataka,BAGALKOT,1999,,,,
Karnataka,BAGALKOT,2000,,,,
Karnataka,BAGALKOT,2001,,,,
Karnataka,BAGALKOT,2002,,,,
Karnataka,BAGALKOT,2003,,,,
Karnataka,BAGALKOT,2004,,,,
Karnataka,BAGALKOT,2005,,,,
Karnataka,BAGALKOT,2006,,,,
Karnataka,BAGALKOT,2007,,,,
Karnataka,BAGALKOT,2008,,,,
Karnataka,BAGALKOT,2009,,,,
Karnataka,BAGALKOT,2010,,,,
Karnataka,BAGALKOT,2011,,,,
Karnataka,BAGALKOT,2012,,,,
Karnataka,BAGALKOT,2013,,,,
Karnataka,BAGALKOT,2014,,,,
Karnataka,BANGALORE RURAL,1997,,,,
Karnataka,BANGALORE RURAL,1998,,,,
Karnataka,BANGALORE RURAL,1999,,,,
Karnataka,BANGALORE RURAL,2000,,,,
Karnataka,BANGALORE RURAL,2001,,,,
Karnataka,BANGALORE RURAL,2002,,,,
Karnataka,BANGALORE RURAL,2003,,,,
Karnataka,BANGALORE RURAL,2004,,,,
Karnataka,BANGALORE RURAL,2005,,,,
Karnataka,BANGALORE RURAL,2006,,,,
Karnataka,BANGALORE RURAL,2007,,,,
Karnataka,BANGALORE RURAL,2008,,,,
Karnataka,BANGALORE RURAL,2009,,,,
Karnataka,BANGALORE RURAL,2010,,,,
Karnataka,BANGALORE RURAL,2011,,,,
Karnataka,BANGALORE RURAL,2012,,,,
Karnataka,BANGALORE RURAL,2013,,,,
Karnataka,BANGALORE RURAL,2014,,,,
Karnataka,BELGAUM,1997,,,,
Karnataka,BELGAUM,1998,,,,
Karnataka,BELGAUM,1999,,,,
Karnataka,BELGAUM,2000,,,,
Karnataka,BELGAUM,2001,,,,
Karnataka,BELGAUM,2002,,,,
Karnataka,BELGAUM,2003,,,,
Karnataka,BELGAUM,2004,,,,
Karnataka,BELGAUM,2005,,,,
